InChI_Key,species,SLN,SMILES,LogS,UnLogged_LogS,MW,MLOGP,Kh_first,UnLoggedKh_first,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
ALDJIKXAHSDLLB-UHFFFAOYSA-N,"2,2',3,5'-Tetrachlorobiphenyl",C[1](C(=C(CH=CHCH=@1)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,3.39E-07,291.98,5.989,4.342805922,22019.42237,6.118392542,0.479938272,6.118392542,0.479938272,0.607288405,291.992,285.944,289.9223609,82,0,0.067067839,-0.084319595,0.084319595,0.067067839,0.6875,1.4375,2.1875,35.49983035,10.05955076,2.098379575,-2.078772766,2.374841339,-1.820433145,6.440805053,1.613515123,2.671376417,534.5371241,11.7067423,7.975959507,10.99967529,7.592224153,4.487979754,5.999837646,3.225546648,4.854347155,2.170174377,3.553762271,1.415710642,2.209489767,-0.4,4478.742634,12.06741182,4.848491813,2.305882353,113.7015622,0,0,0,0,0,0,0,0,0,0,58.5364937,24.26546827,21.17216961,10.04526663,0,46.40375956,0,0,0,0,0,56.48873567,0,11.12690298,0,0,0,46.40375956,0,0,0,0,36.39820241,20.09053325,11.12690298,0,0,0,0,0,0,20.09053325,11.12690298,0,24.26546827,12.13273414,0,46.40375956,0,24.08505637,0,2.173658352,1.558641975,0,10.62708774,0,0,0,0,16,0,0,0,0,0,2,0,2,0,0,4,1,0,0,0,2,5.9672,71.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALYNCZNDIQEVRV-UHFFFAOYSA-N,4-Aminobenzoic acid,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OH,Nc1ccc(C(=O)O)cc1,-0.4,0.398107171,137.15,0.025,-11.09741002,7.99E-12,10.27140967,-0.930555556,10.27140967,0.258518519,0.566589187,137.138,130.082,137.0476785,52,0,0.335180834,-0.477639236,0.477639236,0.335180834,1.3,1.8,2.2,16.36553352,10.19170156,1.981980634,-1.92516334,2.037543613,-1.950828408,5.873796386,0.069670543,3.003400685,240.2879489,7.560477932,5.242213232,5.242213232,4.698377303,2.787773283,2.787773283,1.927161032,1.927161032,1.157634178,1.157634178,0.62569656,0.62569656,-1.51,180.9125147,6.60778563,2.389632707,1.253904639,58.09199178,10.84019487,0,0,0,0,5.969305288,0,4.794537184,0,0,0,24.26546827,5.687386275,5.563451492,9.901064579,11.65669156,0,0,0,0,5.733667477,29.82891977,0,0,5.733667477,5.687386275,0,0,11.07583268,0,0,10.35798868,24.26546827,0,0,0,63.32,5.969305288,4.794537184,0,5.563451492,5.687386275,0,12.13273414,12.13273414,0,0,10.84019487,0,0,10.27140967,8.434890401,6.166477702,-0.930555556,6.057777778,0,0,0,0,10,3,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,0.967,37.8137,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMEKQAFGQBKLKX-UHFFFAOYSA-N,Oxycarboxin,S[1](CH2CH2OC(=C@1C(=O)NHC[15]=CHCH=CHCH=CH@15)CH3)(=O)=O,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43,0.003715352,267.33,0.561,-13.71015004,1.95E-14,11.9653973,-3.549478104,11.9653973,0.093535368,0.876312409,267.306,254.202,267.0565289,96,0,0.270180321,-0.495583393,0.495583393,0.270180321,1.277777778,1.944444444,2.555555556,32.22789463,10.28873329,2.314894027,-2.181230307,2.209703824,-2.291053063,7.958636343,-0.112040871,2.285434266,589.7632424,13.17336211,9.842206361,10.65870294,8.504837183,5.433739641,7.086004867,3.872793646,5.918785979,2.539280917,4.338266415,1.701523134,3.038793555,-1.82,10527.79517,12.63210542,4.814074221,2.533697889,105.3759495,10.05365156,12.36604684,14.74238965,0,5.907179729,0,4.794537184,8.417796984,0,0,18.19910121,19.05647134,5.687386275,5.752853607,17.94919712,21.43181914,0,0,0,6.9237372,17.67652418,40.99613673,0,0,5.316788604,5.687386275,0,0,26.68471228,19.36865327,0,6.9237372,40.99613673,0,0,0,72.47,15.74443287,13.21233417,0,23.02403696,5.687386275,0,6.9237372,30.33183534,0,5.316788604,4.736862954,28.77483529,0,11.68540013,2.541689815,0.544975435,-0.671204963,8.680825735,0,1.576289997,-3.549478104,0.25,18,1,5,0,1,1,1,0,1,4,1,6,2,0,0,0,2,1.3016,67.5105,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AMVYOVYGIJXTQB-UHFFFAOYSA-N,Difenoxuron,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)OC[25]=CHCH=C(CH=CH@25)OCH3,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,6.92E-05,286.36,2.392,-17.84086225,1.44E-18,11.52027659,-0.167756694,11.52027659,0.167756694,0.934234978,286.331,268.187,286.1317424,110,0,0.320816671,-0.4967638,0.4967638,0.320816671,0.904761905,1.380952381,1.857142857,16.48221323,10.26328453,2.038384261,-2.121485585,2.244603476,-2.266990127,5.884374634,0.230471003,1.995230412,591.9240832,15.24227621,12.29076062,12.29076062,10.0797187,6.48551327,6.48551327,4.626547889,4.626547889,2.806904457,2.806904457,1.62144019,1.62144019,-2.69,56393.7212,14.71356569,6.652169302,4.138865506,123.6465742,19.69042424,17.2485355,0,0,0,6.031114512,0,4.794537184,0,0,0,48.53093655,19.78273024,7.109797541,14.26826309,11.71850079,0,4.899909731,0,0,26.52193011,48.53093655,0,17.2485355,14.79051451,10.48192346,17.2485355,0,32.13616575,0,0,0,48.53093655,0,0,0,50.8,0,4.794537184,0,6.031114512,5.749511833,17.18640994,4.899909731,45.47060978,24.26546827,5.316788604,9.473725908,10.79822011,0,12.99425167,2.762407463,0.718315663,2.201844206,14.35473137,0,0,5.003562854,0.1875,21,1,5,0,0,0,2,0,2,3,1,5,4,0,0,0,2,3.581,82.2157,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANIAQSUBRGXWLS-UHFFFAOYSA-N,Trichloronat,ClC[2]=C(CH=C(C(=CH@2)Cl)OP(=S)(OCH2CH3)CH2CH3)Cl,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.75,1.78E-06,333.61,3.896,0.105360516,1.274560679,6.012521573,-2.336881614,6.012521573,0.375202035,0.531352797,333.604,321.508,331.9361203,96,0,0.237380929,-0.441775803,0.441775803,0.237380929,1.117647059,1.705882353,2.235294118,35.49901762,10.3271175,2.193379674,-2.214032252,2.501820792,-2.00157684,8.096119655,0.331861704,3.018337564,453.4223051,13.05204176,9.374765987,13.3534766,7.914832661,4.992610414,8.949849595,3.132933367,8.31859648,1.925337514,6.158343625,1.103001209,3.497839953,0.5,4438.962317,15.55714286,6.604123282,4.271006464,121.3213186,9.047494323,5.749511833,0,6.491672436,0,0,0,0,0,0,41.72655687,24.79696036,12.2282771,21.67478191,9.047494323,53.1013482,0,0,0,13.8474744,12.76879199,27.20063408,0,5.749511833,4.523747162,0,5.749511833,41.29449211,12.76879199,16.33060325,0,13.8474744,12.13273414,15.06789994,0,0,18.46,6.491672436,0,0,0,33.58620377,0,6.066367068,6.066367068,13.8474744,0,55.65717008,11.16348112,23.09833898,0,1.131687951,0,0.416388889,3.087310563,0.617805256,1.957209467,0,0.4,17,0,2,0,0,0,1,0,1,3,0,7,5,0,0,0,1,5.3915,78.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOGQPLXWSUTHQB-UHFFFAOYSA-N,Hexyl acetate,C(CH3)(=O)OCH2CH2CH2CH2CH2CH3,CCCCCCOC(C)=O,-2.46,0.003467369,144.24,2.06,4.199705078,15838.17284,10.25421635,-0.169908825,10.25421635,0.169908825,0.436173811,144.214,128.086,144.1150298,60,0,0.302122868,-0.465877687,0.465877687,0.302122868,1.3,2,2.5,16.53145373,10.1972484,1.905831799,-1.989295158,1.979109842,-1.993184743,5.653177753,-0.140571491,2.838589122,89.25838097,7.819990956,6.852030487,6.852030487,4.77005561,3.904030206,3.904030206,2.400703508,2.400703508,1.303216163,1.303216163,0.744736291,0.744736291,-0.53,142.1951606,9.47,6.588063754,7.47,62.56891316,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,26.18620207,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,39.53076089,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,0,0,0,0,26.3,0,4.794537184,0,5.969305288,6.606881965,6.420821623,26.18620207,0,0,6.9237372,4.736862954,4.749501134,0,10.25421635,0,0,-0.169908825,0,4.637436697,4.195421312,0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.1298,40.775,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
APQSQLNWAIULLK-UHFFFAOYSA-N,"1,4-Dimethylnaphthalene",C[1](CH=CHC(=C[7]CH=CHCH=CHC=@1@7)CH3)CH3,Cc1ccc(C)c2ccccc12,-4.14,7.24E-05,156.24,3.958,3.442019376,2767.065095,2.178240741,1.357592593,2.178240741,1.357592593,0.547649245,156.228,144.132,156.0939004,60,0,-0.015207014,-0.061619483,0.061619483,0.015207014,0.666666667,1.083333333,1.5,14.01560368,10.01515802,1.967516067,-2.033305518,2.204518572,-1.804056925,5.876997298,1.461062988,2.946471325,372.8078662,8.552041764,7.464101615,7.464101615,5.7876937,4.238033872,4.238033872,3.244942519,3.244942519,2.360078137,2.360078137,1.600409353,1.600409353,-1.3,768.3639299,7.354540142,2.632554054,1.001034369,72.84295188,0,0,0,0,0,0,0,0,0,0,36.39820241,35.74682581,0,0,0,10.77244843,0,0,0,13.8474744,0,47.52510539,0,0,0,0,0,0,0,0,13.8474744,11.12690298,36.39820241,0,10.77244843,0,0,0,0,0,0,0,0,21.89935141,0,0,50.24567681,0,0,0,0,2.74537037,2.715185185,0,12.89703704,0,4.309074074,0,0.166666667,12,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,3.45664,53.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQIXEPGDORPWBJ-UHFFFAOYSA-N,3-Pentanol,OHCH(CH2CH3)CH2CH3,CCC(O)CC,-0.24,0.575439937,88.17,1.209,0.478035801,3.006324118,8.666666667,-0.064814815,8.666666667,0.064814815,0.536831757,88.15,76.054,88.088815,38,0,0.05345928,-0.393153041,0.393153041,0.05345928,1.333333333,1.666666667,1.666666667,16.26553198,10.21918518,1.901279256,-1.977831472,1.914755915,-1.990829123,4.431569486,0.166015824,2.754184786,23.11941548,4.991563832,4.438777427,4.438777427,2.808060412,2.488909033,2.488909033,1.470320087,1.470320087,0.942498641,0.942498641,0.288675135,0.288675135,-0.04,19.80026906,5.96,3.161612903,2.212525253,38.99325324,5.106527395,0,0,0,0,0,0,0,0,0,13.8474744,12.84164325,0,6.103966388,5.106527395,0,0,0,0,32.79308403,0,0,0,0,0,0,0,0,11.21049378,0,0,26.68911765,0,0,0,0,20.23,0,0,0,6.103966388,0,12.84164325,0,0,13.8474744,0,5.106527395,0,0,0,8.666666667,0,0,0,1.706018519,3.960648148,0,1,6,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.1673,26.5888,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSRBNBHOADGJU-UHFFFAOYSA-N,"7,12-Dimethylbenz[a]anthracene",CH3C[5]=C[6]C[7]=C(CH=CHC@6=C(C[15]=C@5CH=CHCH=CH@15)CH3)CH=CHCH=CH@7,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02,9.55E-08,256.36,5.625,-8.536995819,2.90E-09,2.270277778,1.317389928,2.270277778,1.317389928,0.276865194,256.348,240.22,256.1252005,96,0,-0.006705143,-0.06162899,0.06162899,0.006705143,0.5,1.1,1.85,14.13654536,9.899873748,2.099693418,-2.137216974,2.355639414,-1.888043858,6.159107149,1.532659141,2.382578297,961.5588178,13.68986997,11.77350269,11.77350269,9.770856948,7.065384141,7.065384141,5.504842699,5.504842699,4.44310848,4.44310848,3.404931934,3.404931934,-2.34,71554.86713,11.48365295,4.076023615,1.42139731,118.2062809,0,0,0,0,0,0,0,0,0,0,60.66367068,57.29172267,0,0,0,32.31734529,0,0,0,13.8474744,0,71.79057367,0,0,0,0,0,0,0,0,13.8474744,11.12690298,60.66367068,0,32.31734529,0,0,0,0,0,0,0,0,43.44424827,0,0,74.51114508,0,0,0,0,8.189785525,2.768475057,0,21.89349868,0,4.481574074,0,0.1,20,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,5.76304,88.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATIMVMORQPKRPC-UHFFFAOYSA-N,"2,2',3,3',4,4'-Hexachlorodiphenyl ether",O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.14,7.24E-09,376.86,5.453,2.488914671,308.2582233,6.028279164,0.191023873,6.028279164,0.191023873,0.495912733,376.881,372.849,373.8393308,100,0,0.14723011,-0.454118015,0.454118015,0.14723011,0.526315789,0.894736842,1.263157895,35.50319893,10.28891835,2.143216848,-2.114361426,2.427804554,-1.880085441,6.490620248,0.483059394,2.425583927,585.1021142,14.15433606,8.985436205,13.52100988,8.913591358,4.863508915,7.131295753,3.449034487,5.775292632,2.219421394,4.771940692,1.292480212,2.423171329,-0.02,16949.03405,15.37038037,6.172602309,3.182975652,139.4216399,4.736862954,21.54429029,0,0,0,0,0,0,0,0,69.60563934,24.26546827,0,20.09053325,4.736862954,69.60563934,0,0,0,0,0,54.40126816,0,11.49902367,4.736862954,0,11.49902367,69.60563934,0,0,0,0,24.26546827,30.13579988,0,0,9.23,0,0,0,20.09053325,21.54429029,0,0,24.26546827,0,0,74.3425023,5.561512346,35.55835286,0,1.458470683,0,0.632140338,6.289523775,0,0,0,0,19,0,1,0,0,0,2,0,2,1,0,7,2,0,0,0,2,7.3993,83.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUGNBQPSMWGAJE-UHFFFAOYSA-N,Aroclor 1254,C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,-7.05,8.91E-08,326.42,6.232,3.611918413,4091.837828,6.139225876,0.307292139,6.139225876,0.307292139,0.516501532,326.437,321.397,323.8833886,88,0,0.07843209,-0.082689251,0.082689251,0.07843209,0.529411765,1.117647059,1.823529412,35.50189753,10.05851297,2.134907876,-2.095326823,2.413954076,-1.836077287,6.494891919,1.61228262,2.694952563,577.3489384,12.57698579,8.276573711,12.05621844,8.019744508,4.599611721,6.489434086,3.324288996,5.272582669,2.276951718,4.389453381,1.445725828,2.48529282,-0.11,6950.50826,13.32467923,5.255925393,2.518410085,124.0048285,0,0,0,0,0,0,0,0,0,0,76.20380066,12.13273414,11.12690298,25.11316657,0,58.00469945,0,0,0,0,0,55.44500191,0,11.12690298,0,0,0,58.00469945,0,0,0,0,30.33183534,25.11316657,11.12690298,0,0,0,0,0,0,30.67661806,5.563451492,0,24.26546827,6.066367068,0,58.00469945,0,30.07135568,0,1.97642369,1.42712963,0,8.747313223,0,0,0,0,17,0,0,0,0,0,2,0,2,0,0,5,1,0,0,0,2,6.6206,76.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Mesitylene,C[1](CH=C(CH=C(CH=@1)CH3)CH3)CH3,Cc1cc(C)cc(C)c1,-3.4,0.000398107,120.21,3.259,6.377127028,2383016.383,2.1875,1.354166667,2.1875,1.354166667,0.493392712,120.195,108.099,120.0939004,48,0,-0.039754683,-0.056365285,0.056365285,0.039754683,0.666666667,0.888888889,1.111111111,13.93108972,10.09758413,1.868892865,-1.96465117,2.057339501,-1.776682552,5.266192905,1.322148357,3.16567031,160.8005151,6.853371151,6.232050808,6.232050808,4.18154055,3.232050808,3.232050808,2.665063509,2.665063509,1.366025404,1.366025404,1.202350269,1.202350269,-0.78,85.75693819,6.341654501,2.218872017,1.562760731,56.52622946,0,0,0,0,0,0,0,0,0,0,34.88945568,20.7712116,0,0,0,0,0,0,0,20.7712116,0,34.88945568,0,0,0,0,0,0,0,0,20.7712116,16.69035448,18.19910121,0,0,0,0,0,0,0,0,0,0,16.69035448,0,0,38.9703128,0,0,0,0,0,4.0625,0,6.5625,0,6.375,0,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.61186,40.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVMSWPWPYJVYKY-UHFFFAOYSA-N,Isobutyl formate,CH(=O)OCH2CH(CH3)CH3,CC(C)COC=O,-1.01,0.097723722,102.15,0.996,4.017383521,10408.38914,9.487083333,0.449259259,9.487083333,0.449259259,0.492868588,102.133,92.053,102.0680796,42,0,0.292585346,-0.467627732,0.467627732,0.292585346,1.714285714,2.285714286,2.428571429,16.51743497,10.24479187,1.881660797,-1.978758237,1.880967605,-1.982557273,5.362950373,-0.129148257,2.809982332,50.04184398,5.698670613,4.6783039,4.6783039,3.27005561,2.323028484,2.323028484,1.823405228,1.823405228,0.49759976,0.49759976,0.2317338,0.2317338,-0.53,29.01955001,6.47,3.652815356,5.47,43.47408681,4.736862954,0,0,0,6.472220865,0,4.794537184,0,0,0,13.8474744,5.917906046,0,6.606881965,9.531400138,6.472220865,0,0,5.917906046,13.8474744,6.606881965,0,0,0,0,0,0,0,13.07910283,9.531400138,5.917906046,13.8474744,0,0,0,0,26.3,0,4.794537184,0,0,18.99700888,0,0,0,13.8474744,4.736862954,0,4.414351852,0,9.487083333,0,0,0.449259259,0,0,4.982638889,0,0.8,7,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.8154,26.854,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVOLBYOSCILFLL-UHFFFAOYSA-N,Butyl 2-ethylhexyl phthalate,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-7.223,5.98E-08,334.5,4.559,-0.741937345,0.181160143,12.36410006,-0.463866194,12.36410006,0.277971965,0.421166114,334.456,304.216,334.2144094,134,0,0.338516129,-0.462078397,0.462078397,0.338516129,0.916666667,1.5,2.041666667,16.53946879,10.0034078,2.194772336,-2.151533935,2.161236505,-2.174183255,6.026221903,0.040466384,2.677285678,510.115242,17.78624628,15.17659876,15.17659876,11.63375892,9.067262334,9.067262334,6.050020296,6.050020296,4.091345258,4.091345258,2.395468093,2.395468093,-1.84,199073.9034,20.20512635,11.65835264,6.730580044,145.0907274,9.473725908,0,0,0,0,11.93861058,0,9.589074368,0,0,58.58723223,30.89228343,0,24.34066691,19.06280028,11.93861058,0,0,5.917906046,59.29614134,13.21376393,35.39237126,0,0,0,0,0,0,25.1523745,9.473725908,5.917906046,80.01211869,24.26546827,0,0,0,52.6,11.93861058,9.589074368,0,11.12690298,19.13166998,38.52492974,0,24.26546827,6.9237372,13.8474744,9.473725908,10.66040577,0,24.51452704,0,0.559771091,-0.542053255,6.682632798,6.072766065,7.051950488,0,0.6,24,0,4,0,0,0,1,0,1,4,0,4,11,0,0,0,1,5.0167,95.221,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
